sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4,batt_mi_5
836,05/05/2021 03:10:00,0.5,-0.9,-49,-49,3.99
837,05/05/2021 03:20:00,0.5,-1.3,-49,-49,3.99
838,05/05/2021 03:30:00,0.5,-1.3,-49,-49,3.99
839,05/05/2021 03:40:00,0.5,-1.3,-49,-49,3.99
840,05/05/2021 03:50:00,0.5,-1.3,-49,-49,3.99
841,05/05/2021 04:00:00,0.5,-1.3,-49,-49,3.99
842,05/05/2021 04:10:00,0.5,-1.3,-49,-49,3.99
843,05/05/2021 04:20:00,0.5,-1.3,-49,-49,3.99
844,05/05/2021 04:30:00,0.5,-1.3,-49,-49,3.99
845,05/05/2021 04:40:00,0.5,-1.3,-49,-49,3.99
846,05/05/2021 04:50:00,0.5,-1.3,-49,-49,3.99
847,05/05/2021 05:00:00,0.5,-1.6,-49,-49,3.99
848,05/05/2021 05:10:00,0.5,-1.6,-49,-49,3.99
849,05/05/2021 05:20:00,0.5,-1.6,-49,-49,3.99
850,05/05/2021 05:30:00,0.5,-2.0,-49,-49,3.99
851,05/05/2021 05:40:00,0.5,-2.0,-49,-49,3.99
852,05/05/2021 05:50:00,0.5,-2.0,-49,-49,3.99
853,05/05/2021 06:00:00,0.5,-2.0,-49,-49,3.99
854,05/05/2021 06:10:00,0.5,-2.0,-49,-49,3.99
855,05/05/2021 06:20:00,0.5,-2.0,-49,-49,3.99
856,05/05/2021 06:30:00,0.5,-2.0,-49,-49,3.99
857,05/05/2021 06:40:00,0.5,-2.0,-49,-49,3.99
858,05/05/2021 06:50:00,0.5,-2.0,-49,-49,3.99
859,05/05/2021 07:00:00,0.5,-2.0,-49,-49,3.99
860,05/05/2021 07:10:00,0.5,-2.0,-49,-49,3.99
861,05/05/2021 07:20:00,0.5,-2.0,-49,-49,3.99
862,05/05/2021 07:30:00,0.5,-2.0,-49,-49,3.99
863,05/05/2021 07:40:00,0.5,-1.6,-49,-49,3.99
864,05/05/2021 07:50:00,0.5,-1.3,-49,-49,3.99
865,05/05/2021 08:00:00,0.5,-0.9,-49,-49,3.99
866,05/05/2021 08:10:00,0.5,-0.6,-49,-49,3.99
867,05/05/2021 08:20:00,0.5,-0.6,-49,-49,3.99
868,05/05/2021 08:30:00,0.5,-0.6,-49,-49,3.99
869,05/05/2021 08:40:00,0.5,-0.2,-49,-49,3.99
870,05/05/2021 08:50:00,0.5,0.1,-49,-49,3.99
871,05/05/2021 09:00:00,0.5,0.1,-49,-49,3.99
872,05/05/2021 09:10:00,0.5,0.5,-49,-49,3.99
873,05/05/2021 09:20:00,0.5,0.5,-49,-49,3.99
874,05/05/2021 09:30:00,0.5,0.5,-49,-49,3.99
875,05/05/2021 09:40:00,0.5,0.5,-49,-49,3.99
876,05/05/2021 09:50:00,0.5,0.8,-49,-49,3.99
877,05/05/2021 10:00:00,0.5,1.2,-49,-49,3.99
878,05/05/2021 10:10:00,0.5,1.5,-49,-49,3.99
879,05/05/2021 10:20:00,0.5,1.5,-49,-49,3.99
880,05/05/2021 10:30:00,0.5,1.9,-49,-49,3.99
881,05/05/2021 10:40:00,0.5,2.2,-49,-49,3.99
882,05/05/2021 10:50:00,0.5,2.2,-49,-49,3.99
883,05/05/2021 11:00:00,0.5,2.2,-49,-49,3.99
884,05/05/2021 11:10:00,0.5,2.2,-49,-49,3.99
885,05/05/2021 11:20:00,0.5,2.2,-49,-49,3.99
886,05/05/2021 11:30:00,0.5,1.9,-49,-49,3.99
887,05/05/2021 11:40:00,0.5,1.9,-49,-49,3.99
888,05/05/2021 11:50:00,0.5,1.9,-49,-49,3.99
889,05/05/2021 12:00:00,0.5,1.9,-49,-49,3.99
890,05/05/2021 12:10:00,0.5,2.2,-49,-49,3.99
891,05/05/2021 12:20:00,0.5,1.9,-49,-49,3.99
892,05/05/2021 12:30:00,0.5,1.9,-49,-49,3.99
893,05/05/2021 12:40:00,0.5,1.9,-49,-49,3.99
894,05/05/2021 12:50:00,0.5,2.2,-49,-49,3.99
895,05/05/2021 13:00:00,0.5,2.2,-49,-49,3.99
896,05/05/2021 13:10:00,0.5,2.2,-49,-49,3.99
897,05/05/2021 13:20:00,0.5,2.2,-49,-49,3.99
898,05/05/2021 13:30:00,0.5,2.2,-49,-49,3.99
