sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3
5617,13/06/2021 13:40:00,4.5,-52,-52
5618,13/06/2021 13:50:00,4.5,-52,-52
5619,13/06/2021 14:00:00,4.5,-52,-52
5620,13/06/2021 14:10:00,4.5,-52,-52
5621,13/06/2021 14:20:00,4.5,-52,-52
5622,13/06/2021 14:30:00,4.5,-52,-52
5623,13/06/2021 14:40:00,4.5,-52,-52
5624,13/06/2021 14:50:00,4.5,-52,-52
5625,13/06/2021 15:00:00,4.5,-52,-52
5626,13/06/2021 15:10:00,4.5,-52,-52
5627,13/06/2021 15:20:00,4.5,-52,-52
5628,13/06/2021 15:30:00,4.5,-52,-52
5629,13/06/2021 15:40:00,4.5,-52,-52
5630,13/06/2021 15:50:00,4.5,-52,-52
5631,13/06/2021 16:00:00,4.5,-52,-52
5632,13/06/2021 16:10:00,4.5,-52,-52
5633,13/06/2021 16:20:00,4.5,-52,-52
5634,13/06/2021 16:30:00,4.5,-52,-52
5635,13/06/2021 16:40:00,4.5,-52,-52
5636,13/06/2021 16:50:00,4.5,-52,-52
5637,13/06/2021 17:00:00,4.5,-52,-52
5638,13/06/2021 17:10:00,4.5,-52,-52
5639,13/06/2021 17:20:00,4.5,-52,-52
5640,13/06/2021 17:30:00,4.5,-52,-52
5641,13/06/2021 17:40:00,4.5,-52,-52
5642,13/06/2021 17:50:00,4.5,-52,-52
5643,13/06/2021 18:00:00,4.5,-52,-52
5644,13/06/2021 18:10:00,4.5,-52,-52
5645,13/06/2021 18:20:00,4.5,-52,-52
5646,13/06/2021 18:30:00,4.5,-52,-52
5647,13/06/2021 18:40:00,4.5,-52,-52
5648,13/06/2021 18:50:00,4.5,-52,-52
5649,13/06/2021 19:00:00,4.5,-52,-52
5650,13/06/2021 19:10:00,4.5,-52,-52
5651,13/06/2021 19:20:00,4.5,-52,-52
5652,13/06/2021 19:30:00,4.5,-52,-52
5653,13/06/2021 19:40:00,4.5,-52,-52
5654,13/06/2021 19:50:00,4.5,-52,-52
5655,13/06/2021 20:00:00,4.5,-52,-52
5656,13/06/2021 20:10:00,4.5,-52,-52
5657,13/06/2021 20:20:00,4.5,-52,-52
5658,13/06/2021 20:30:00,4.5,-52,-52
5659,13/06/2021 20:40:00,4.5,-52,-52
5660,13/06/2021 20:50:00,4.5,-52,-52
5661,13/06/2021 21:00:00,4.5,-52,-52
5662,13/06/2021 21:10:00,4.5,-52,-52
5663,13/06/2021 21:20:00,4.5,-52,-52
5664,13/06/2021 21:30:00,4.5,-52,-52
5665,13/06/2021 21:40:00,4.5,-52,-52
5666,13/06/2021 21:50:00,4.5,-52,-52
5667,13/06/2021 22:00:00,4.5,-52,-52
5668,13/06/2021 22:10:00,4.5,-52,-52
5669,13/06/2021 22:20:00,4.5,-52,-52
5670,13/06/2021 22:30:00,4.5,-52,-52
5671,13/06/2021 22:40:00,4.5,-52,-52
5672,13/06/2021 22:50:00,4.5,-52,-52
5673,13/06/2021 23:00:00,4.5,-52,-52
5674,13/06/2021 23:10:00,4.5,-52,-52
5675,13/06/2021 23:20:00,4.5,-52,-52
5676,13/06/2021 23:30:00,4.5,-52,-52
5677,13/06/2021 23:40:00,4.5,-52,-52
5678,13/06/2021 23:50:00,4.5,-52,-52
5679,14/06/2021 00:00:00,4.5,-52,-52
5680,14/06/2021 00:10:00,4.5,-52,-52
5681,14/06/2021 00:20:00,4.5,-52,-52
5682,14/06/2021 00:30:00,4.5,-52,-52
5683,14/06/2021 00:40:00,4.5,-52,-52
5684,14/06/2021 00:50:00,4.5,-52,-52
5685,14/06/2021 01:00:00,4.5,-52,-52
5686,14/06/2021 01:10:00,4.5,-52,-52
5687,14/06/2021 01:20:00,4.5,-52,-52
5688,14/06/2021 01:30:00,4.5,-52,-52
5689,14/06/2021 01:40:00,4.5,-52,-52
5690,14/06/2021 01:50:00,4.5,-52,-52
5691,14/06/2021 02:00:00,4.5,-52,-52
5692,14/06/2021 02:10:00,4.5,-52,-52
5693,14/06/2021 02:20:00,4.5,-52,-52
5694,14/06/2021 02:30:00,4.5,-52,-52
5695,14/06/2021 02:40:00,4.5,-52,-52
5696,14/06/2021 02:50:00,4.5,-52,-52
5697,14/06/2021 03:00:00,4.5,-52,-52
5698,14/06/2021 03:10:00,4.5,-52,-52
5699,14/06/2021 03:20:00,4.5,-52,-52
5700,14/06/2021 03:30:00,4.5,-52,-52
5701,14/06/2021 03:40:00,4.5,-52,-52
5702,14/06/2021 03:50:00,4.5,-52,-52
5703,14/06/2021 04:00:00,4.5,-52,-52
5704,14/06/2021 04:10:00,4.5,-52,-52
5705,14/06/2021 04:20:00,4.5,-52,-52
5706,14/06/2021 04:30:00,4.5,-52,-52
5707,14/06/2021 04:40:00,4.5,-52,-52
5708,14/06/2021 04:50:00,4.5,-52,-52
5709,14/06/2021 05:00:00,4.5,-52,-52
5710,14/06/2021 05:10:00,4.5,-52,-52
5711,14/06/2021 05:20:00,4.5,-52,-52
5712,14/06/2021 05:30:00,4.5,-52,-52
5713,14/06/2021 05:40:00,4.5,-52,-52
5714,14/06/2021 05:50:00,4.5,-52,-52
5715,14/06/2021 06:00:00,4.5,-52,-52
5716,14/06/2021 06:10:00,4.5,-52,-52
5717,14/06/2021 06:20:00,4.5,-52,-52
5718,14/06/2021 06:30:00,4.5,-52,-52
5719,14/06/2021 06:40:00,4.5,-52,-52
5720,14/06/2021 06:50:00,4.5,-52,-52
5721,14/06/2021 07:00:00,4.5,-52,-52
5722,14/06/2021 07:10:00,4.5,-52,-52
5723,14/06/2021 07:20:00,4.5,-52,-52
5724,14/06/2021 07:30:00,4.6,-52,-52
5725,14/06/2021 07:40:00,4.6,-52,-52
5726,14/06/2021 07:50:00,4.6,-52,-52
5727,14/06/2021 08:00:00,4.6,-52,-52
5728,14/06/2021 08:10:00,4.6,-52,-52
5729,14/06/2021 08:20:00,4.6,-52,-52
5730,14/06/2021 08:30:00,4.6,-52,-52
5731,14/06/2021 08:40:00,4.6,-52,-52
5732,14/06/2021 08:50:00,4.6,-52,-52
5733,14/06/2021 09:00:00,4.6,-52,-52
5734,14/06/2021 09:10:00,4.6,-52,-52
5735,14/06/2021 09:20:00,4.6,-52,-52
5736,14/06/2021 09:30:00,4.6,-52,-52
5737,14/06/2021 09:40:00,4.6,-52,-52
5738,14/06/2021 09:50:00,4.6,-52,-52
5739,14/06/2021 10:00:00,4.6,-52,-52
5740,14/06/2021 10:10:00,4.6,-52,-52
5741,14/06/2021 10:20:00,4.6,-52,-52
5742,14/06/2021 10:30:00,4.6,-52,-52
5743,14/06/2021 10:40:00,4.6,-52,-52
5744,14/06/2021 10:50:00,4.6,-52,-52
5745,14/06/2021 11:00:00,4.6,-52,-52
5746,14/06/2021 11:10:00,4.6,-52,-52
5747,14/06/2021 11:20:00,4.6,-52,-52
5748,14/06/2021 11:30:00,4.6,-52,-52
5749,14/06/2021 11:40:00,4.6,-52,-52
5750,14/06/2021 11:50:00,4.6,-52,-52
5751,14/06/2021 12:00:00,4.6,-52,-52
5752,14/06/2021 12:10:00,4.6,-52,-52
5753,14/06/2021 12:20:00,4.6,-52,-52
5754,14/06/2021 12:30:00,4.6,-52,-52
5755,14/06/2021 12:40:00,4.6,-52,-52
5756,14/06/2021 12:50:00,4.6,-52,-52
5757,14/06/2021 13:00:00,4.6,-52,-52
5758,14/06/2021 13:10:00,4.6,-52,-52
5759,14/06/2021 13:20:00,4.6,-52,-52
5760,14/06/2021 13:30:00,4.6,-52,-52
5761,14/06/2021 13:40:00,4.6,-52,-52
5762,14/06/2021 13:50:00,4.6,-52,-52
5763,14/06/2021 14:00:00,4.6,-52,-52
5764,14/06/2021 14:10:00,4.6,-52,-52
5765,14/06/2021 14:20:00,4.6,-52,-52
5766,14/06/2021 14:30:00,4.6,-52,-52
5767,14/06/2021 14:40:00,4.6,-52,-52
5768,14/06/2021 14:50:00,4.6,-52,-52
5769,14/06/2021 15:00:00,4.6,-52,-52
5770,14/06/2021 15:10:00,4.6,-52,-52
5771,14/06/2021 15:20:00,4.6,-52,-52
5772,14/06/2021 15:30:00,4.6,-52,-52
5773,14/06/2021 15:40:00,4.6,-52,-52
5774,14/06/2021 15:50:00,4.6,-52,-52
5775,14/06/2021 16:00:00,4.6,-52,-52
5776,14/06/2021 16:10:00,4.6,-52,-52
5777,14/06/2021 16:20:00,4.6,-52,-52
5778,14/06/2021 16:30:00,4.6,-52,-52
5779,14/06/2021 16:40:00,4.6,-52,-52
5780,14/06/2021 16:50:00,4.6,-52,-52
5781,14/06/2021 17:00:00,4.6,-52,-52
5782,14/06/2021 17:10:00,4.6,-52,-52
5783,14/06/2021 17:20:00,4.6,-52,-52
5784,14/06/2021 17:30:00,4.6,-52,-52
5785,14/06/2021 17:40:00,4.6,-52,-52
5786,14/06/2021 17:50:00,4.6,-52,-52
5787,14/06/2021 18:00:00,4.6,-52,-52
5788,14/06/2021 18:10:00,4.6,-52,-52
